Brand,Model,Year,KM_Driven,Fuel_Type,Transmission,Owner,Engine_CC,Mileage_kmpl,Current_Market_Price,Selling_Price
Kia,Seltos,2018,49156,Petrol,Manual,1,2260,12.7,735570,328173
Hyundai,Creta,2015,72413,Diesel,Automatic,3,1978,17.2,1082485,466999
Ford,Figo,2017,51794,Petrol,Automatic,2,2404,19.9,1887424,1564804
Tata,Nexon,2013,88371,Diesel,Automatic,0,2039,13.1,538015,100000
Toyota,Innova,2020,79005,Diesel,Automatic,2,1074,22.4,1168930,883865
Ford,EcoSport,2018,80242,Petrol,Automatic,3,1671,14.7,1309152,897494
Hyundai,Creta,2020,93657,Petrol,Automatic,1,2427,23.5,1167795,807231
Kia,Seltos,2017,19317,Petrol,Automatic,2,2209,20.6,733114,499424
Hyundai,Creta,2014,148720,Diesel,Automatic,1,2482,20.0,659310,100000
Toyota,Innova,2012,10058,Petrol,Manual,2,1515,21.1,1954024,1576551
Hyundai,i20,2013,88882,Diesel,Manual,2,1295,20.5,1773875,1115199
Hyundai,i20,2015,41552,Petrol,Automatic,3,985,14.9,634664,197380
Kia,Sonet,2016,116274,Diesel,Automatic,2,2294,21.5,556271,100000
Kia,Seltos,2018,67381,Petrol,Automatic,0,2182,12.3,697713,345223
Kia,Sonet,2014,132994,Diesel,Manual,2,1667,21.4,1572222,821937
Kia,Sonet,2020,32793,Petrol,Manual,3,1842,24.1,1660854,1491833
Ford,EcoSport,2016,14277,Petrol,Automatic,0,2131,17.7,691624,252715
Tata,Altroz,2018,11897,Diesel,Automatic,1,1054,12.7,1855905,1484610
Tata,Altroz,2016,21581,Diesel,Manual,3,2135,17.2,1439331,1110293
Honda,City,2016,57421,Diesel,Automatic,2,1636,21.2,1205344,882584
Mahindra,Scorpio,2014,93233,Petrol,Manual,3,1506,15.9,820484,355817
Ford,Figo,2023,131423,Petrol,Manual,0,2225,21.7,840387,491663
Ford,EcoSport,2020,144241,Petrol,Manual,2,1800,22.4,594075,196583
Tata,Nexon,2023,146301,Petrol,Manual,1,869,14.9,1755215,1410723
Mahindra,Scorpio,2016,67748,Petrol,Automatic,0,1431,13.6,1507495,1048980
Mahindra,Scorpio,2023,73635,Petrol,Automatic,0,864,14.1,1173939,958109
Honda,City,2018,129427,Diesel,Manual,3,1928,12.5,1555825,1082169
Tata,Nexon,2013,127852,Diesel,Automatic,2,1026,22.7,1226406,417862
Tata,Nexon,2019,88559,Diesel,Automatic,1,1022,19.3,1665673,1351311
Ford,Figo,2019,61566,Diesel,Manual,1,1583,12.6,589387,267715
Tata,Altroz,2014,134478,Petrol,Automatic,3,1167,20.4,1910268,1104930
Maruti,Swift,2015,18282,Diesel,Automatic,3,1891,16.4,1583340,1279446
Ford,EcoSport,2013,73528,Petrol,Automatic,2,2020,13.5,644845,100000
Tata,Nexon,2012,138857,Diesel,Manual,1,2401,24.2,1912616,1272449
Mahindra,XUV300,2018,73271,Diesel,Manual,2,2062,18.9,882063,506684
Tata,Altroz,2021,128928,Diesel,Manual,0,1356,13.7,934900,575564
Hyundai,i20,2015,29040,Petrol,Automatic,1,1378,19.8,1389905,944555
Hyundai,Creta,2012,138677,Diesel,Manual,2,1398,21.7,721583,100000
Maruti,Baleno,2012,120505,Diesel,Manual,2,2408,19.6,1715327,1100229
Ford,EcoSport,2018,87031,Petrol,Automatic,2,1202,23.9,1364822,909829
Tata,Nexon,2013,52362,Diesel,Manual,1,2241,16.3,1727161,1025617
Tata,Altroz,2016,50088,Diesel,Manual,0,1551,17.3,1943617,1563685
Tata,Nexon,2022,146476,Petrol,Automatic,0,2379,15.3,1244759,864972
Honda,Amaze,2023,49772,Petrol,Automatic,3,1406,20.9,1990141,1847059
Honda,City,2020,130224,Diesel,Automatic,3,991,21.9,1180345,675502
Kia,Seltos,2019,45119,Diesel,Manual,3,1434,22.3,587570,284704
Honda,City,2022,132782,Diesel,Manual,3,2428,16.0,1272413,889324
Ford,EcoSport,2012,62686,Petrol,Manual,2,1202,23.6,1555993,994484
Kia,Sonet,2013,82089,Diesel,Automatic,2,1552,13.3,1124524,424318
Mahindra,Scorpio,2017,96851,Petrol,Manual,3,1749,19.5,1664290,1225468
Hyundai,i20,2016,36961,Diesel,Manual,3,1151,25.0,1580539,1092185
Honda,Amaze,2013,134581,Petrol,Automatic,2,2069,20.2,1012487,380673
Tata,Nexon,2019,10024,Petrol,Automatic,0,1452,17.0,1936166,1691244
Ford,EcoSport,2016,43914,Diesel,Automatic,0,974,15.4,1065539,733235
Kia,Sonet,2022,22524,Diesel,Automatic,0,1443,20.7,1180802,1067957
Ford,EcoSport,2017,140169,Diesel,Automatic,3,1281,23.5,1243367,800125
Honda,City,2013,95942,Petrol,Manual,1,1822,21.9,1999994,1416106
Maruti,Dzire,2014,17866,Diesel,Automatic,3,877,14.7,1899992,1619532
Honda,Amaze,2021,71702,Diesel,Manual,1,1180,16.9,1718868,1415052
Tata,Nexon,2015,100368,Petrol,Automatic,3,1175,14.0,997265,593949
Mahindra,Scorpio,2023,32732,Petrol,Manual,0,1186,20.9,1389741,1270953
Honda,Amaze,2019,51579,Petrol,Automatic,0,2105,20.9,1205505,860595
Maruti,Baleno,2019,95345,Petrol,Automatic,1,1674,22.5,1436849,1107199
Kia,Seltos,2022,60636,Diesel,Manual,3,1536,20.9,641719,436444
Mahindra,XUV300,2016,104648,Diesel,Automatic,2,1891,18.7,1143833,625612
Kia,Sonet,2020,92380,Petrol,Manual,3,2424,17.1,1526627,1114827
Hyundai,i20,2017,46581,Diesel,Manual,2,1027,19.7,873883,587297
Tata,Nexon,2022,126050,Diesel,Manual,0,2098,13.1,930575,607195
Kia,Seltos,2015,129566,Petrol,Automatic,2,2448,21.1,976453,404161
Kia,Seltos,2012,39201,Diesel,Manual,0,2226,24.6,1887323,1529174
Kia,Seltos,2020,115881,Petrol,Automatic,1,2175,20.1,1738975,1329258
Kia,Sonet,2017,12229,Diesel,Automatic,3,1391,19.6,1310022,1122772
Mahindra,XUV300,2021,49269,Diesel,Automatic,1,815,21.7,1652473,1470027
Maruti,Baleno,2017,108636,Petrol,Automatic,3,1015,22.5,629167,115703
Kia,Sonet,2023,104067,Petrol,Automatic,2,2355,14.5,1091047,839973
Ford,Figo,2020,90452,Diesel,Automatic,1,1134,16.4,1518247,1192738
Maruti,Swift,2015,42739,Petrol,Manual,3,810,18.2,1804273,1473645
Maruti,Baleno,2015,96421,Diesel,Automatic,1,2153,15.9,747003,207841
Maruti,Baleno,2021,116414,Petrol,Automatic,1,1589,19.9,1493027,1076567
Ford,Figo,2023,110452,Diesel,Manual,3,2082,17.8,1230175,933481
Mahindra,XUV300,2018,103630,Diesel,Automatic,3,1967,14.8,713538,225725
Mahindra,Scorpio,2018,25579,Diesel,Automatic,3,2223,24.5,584632,355765
Kia,Sonet,2016,101399,Diesel,Automatic,1,2271,22.7,890811,431081
Tata,Nexon,2018,42907,Petrol,Manual,0,1613,15.4,561853,331356
Toyota,Innova,2015,131830,Diesel,Automatic,3,1392,24.3,786233,259193
Honda,Amaze,2023,10869,Diesel,Automatic,1,873,17.5,1287779,1213217
Honda,City,2013,58738,Petrol,Automatic,1,1650,16.3,570348,100000
Maruti,Dzire,2020,71179,Petrol,Manual,1,1855,15.1,548578,233940
Tata,Nexon,2014,97569,Diesel,Manual,2,1825,15.9,1850828,1252958
Hyundai,Creta,2023,149059,Diesel,Manual,1,1768,18.0,1796617,1414727
Maruti,Dzire,2012,44191,Diesel,Automatic,3,1045,23.2,864475,234604
Maruti,Baleno,2022,47649,Diesel,Manual,1,2430,16.2,1851823,1684555
Tata,Nexon,2017,61722,Petrol,Manual,2,1750,19.3,911514,422134
Honda,Amaze,2014,38987,Diesel,Automatic,0,1469,22.1,1540536,1068300
Maruti,Dzire,2012,100460,Petrol,Automatic,1,2217,12.1,1180475,363056
Tata,Nexon,2020,28410,Diesel,Automatic,0,2371,18.2,1505824,1329934
Kia,Sonet,2013,94350,Petrol,Manual,1,871,14.3,1717273,1059385
Hyundai,i20,2020,42991,Diesel,Automatic,1,2243,13.0,1111151,832529
Mahindra,XUV300,2018,5356,Diesel,Manual,3,1174,18.1,517293,264339
Honda,Amaze,2016,91312,Diesel,Automatic,2,1985,18.4,969079,471347
Toyota,Innova,2023,149630,Petrol,Manual,3,1010,12.9,711667,371941
Honda,Amaze,2015,86155,Diesel,Manual,3,876,14.8,1618322,1063242
Tata,Nexon,2017,79625,Diesel,Manual,1,1437,23.2,1537757,1217963
Toyota,Innova,2019,134951,Diesel,Manual,1,1734,23.6,1368340,956772
Mahindra,Scorpio,2020,146091,Diesel,Manual,0,1538,23.2,1744751,1242479
Hyundai,Venue,2023,84148,Diesel,Automatic,3,1615,15.3,744896,480364
Toyota,Innova,2014,114490,Diesel,Automatic,3,1700,19.9,1977490,1222732
Honda,Amaze,2022,49415,Diesel,Manual,1,2161,13.7,1917681,1727993
Kia,Seltos,2014,11055,Diesel,Automatic,0,1185,14.0,844582,314107
Toyota,Innova,2017,69032,Diesel,Manual,3,2281,12.5,1779859,1359819
Tata,Nexon,2023,66083,Petrol,Manual,0,1272,14.4,995535,792533
Honda,Amaze,2016,54504,Petrol,Manual,3,1635,18.2,1220466,698682
Tata,Altroz,2023,81915,Petrol,Manual,0,1305,21.3,1108429,900285
Mahindra,Scorpio,2015,138775,Petrol,Manual,1,1240,13.9,886035,129075
Maruti,Baleno,2015,141040,Petrol,Automatic,3,1521,22.4,1452629,695369
Honda,City,2012,137383,Petrol,Automatic,1,836,23.3,1738684,849915
Ford,EcoSport,2019,8395,Diesel,Manual,0,884,23.9,1878509,1597995
Ford,EcoSport,2013,12139,Petrol,Automatic,0,2435,15.4,1006111,614813
Ford,Figo,2020,80384,Petrol,Automatic,2,2021,22.0,981123,613855
Kia,Seltos,2019,45118,Diesel,Manual,1,2110,17.5,916991,648687
Honda,City,2019,148950,Diesel,Automatic,1,1796,14.5,1492769,974999
Toyota,Innova,2014,130773,Petrol,Manual,0,953,24.0,1805371,1289098
Toyota,Innova,2017,131730,Petrol,Automatic,0,2347,18.3,1014038,536730
Mahindra,Scorpio,2016,51332,Petrol,Automatic,1,2194,24.6,794446,505806
Toyota,Glanza,2023,81290,Diesel,Manual,1,2075,16.2,575735,338117
Mahindra,XUV300,2014,18553,Petrol,Manual,0,884,16.7,630962,160357
Tata,Nexon,2013,11933,Diesel,Manual,1,1710,17.0,555227,100000
Tata,Nexon,2016,34623,Petrol,Automatic,0,2148,20.0,1496490,1076109
Hyundai,Venue,2013,76591,Diesel,Automatic,0,1060,22.6,1559071,958625
Honda,Amaze,2020,67380,Petrol,Automatic,1,1800,23.4,1323616,1042926
Ford,Figo,2019,60918,Petrol,Automatic,0,2457,12.6,1194967,778603
Hyundai,Creta,2017,7387,Petrol,Automatic,2,1651,17.7,1435851,1060197
Kia,Sonet,2014,52085,Petrol,Manual,2,1804,24.2,1698740,1113254
Toyota,Glanza,2018,123336,Petrol,Manual,1,2480,24.5,842015,275618
Toyota,Glanza,2013,71504,Diesel,Automatic,1,1432,16.5,1617667,981567
Kia,Sonet,2023,46034,Petrol,Manual,0,1953,22.1,611201,472389
Hyundai,i20,2021,88238,Diesel,Manual,1,1529,19.3,865364,541668
Tata,Nexon,2013,80127,Diesel,Manual,0,1430,18.2,1761908,1258394
Ford,EcoSport,2022,70568,Petrol,Automatic,1,1281,20.1,1867053,1602575
Honda,City,2016,127705,Petrol,Manual,2,1943,20.1,555588,100000
Honda,City,2022,103377,Petrol,Automatic,0,2340,19.6,1687925,1342931
Mahindra,Scorpio,2014,100487,Diesel,Manual,0,1731,21.3,1038350,463123
Maruti,Swift,2013,105941,Petrol,Manual,0,2459,15.9,1514495,775165
Mahindra,Scorpio,2013,64269,Diesel,Manual,2,2327,19.8,1415430,1023444
Toyota,Innova,2019,92118,Diesel,Manual,3,2067,17.0,1712190,1373946
Honda,City,2021,71206,Petrol,Automatic,2,1148,24.3,1638146,1388662
Honda,City,2017,128369,Petrol,Manual,3,2205,23.2,721614,137764
Hyundai,i20,2023,82486,Petrol,Automatic,0,991,13.1,1385502,1168950
Toyota,Innova,2018,78600,Diesel,Manual,1,2322,20.3,965223,501738
Mahindra,Scorpio,2022,116655,Petrol,Automatic,3,2269,14.8,1724926,1352719
Toyota,Innova,2019,62830,Petrol,Automatic,2,1518,23.2,561969,206737
Mahindra,Scorpio,2012,102764,Petrol,Automatic,2,1910,22.0,1001623,237329
Ford,EcoSport,2016,50615,Petrol,Automatic,1,1480,18.5,1454587,1090413
Hyundai,Creta,2022,109242,Petrol,Automatic,3,1326,22.2,1422356,1130006
Tata,Nexon,2012,96391,Petrol,Automatic,2,2250,22.3,1445353,916794
Hyundai,Creta,2019,61479,Petrol,Automatic,3,889,22.7,1288495,894373
Honda,City,2014,38226,Diesel,Manual,0,811,24.1,1850977,1378756
Toyota,Glanza,2016,90897,Petrol,Manual,1,1061,15.4,1123244,577850
Kia,Seltos,2012,130419,Diesel,Manual,0,2035,23.6,1505850,928436
Honda,City,2016,62017,Petrol,Manual,3,1561,24.0,555963,100000
Maruti,Dzire,2020,64277,Diesel,Manual,1,1457,16.0,623376,363512
Toyota,Glanza,2020,67308,Diesel,Manual,0,1408,13.1,813197,448576
Kia,Sonet,2016,101672,Petrol,Automatic,1,2188,24.6,982302,520262
Ford,EcoSport,2020,50431,Diesel,Automatic,0,1157,24.0,1120791,871819
Hyundai,Venue,2017,52359,Petrol,Manual,2,851,17.7,1905316,1623550
Ford,Figo,2016,38477,Petrol,Automatic,1,851,22.3,676268,271471
Maruti,Baleno,2022,11019,Diesel,Manual,2,965,17.3,1409232,1313175
Ford,EcoSport,2017,104677,Petrol,Manual,3,1014,20.3,964487,519781
Tata,Altroz,2013,82985,Petrol,Automatic,1,2385,22.5,1119301,365199
Mahindra,XUV300,2012,11810,Diesel,Automatic,0,1358,14.3,1966240,1573134
Kia,Sonet,2019,43127,Diesel,Automatic,3,2412,20.7,1405926,1131254
Kia,Seltos,2019,92086,Diesel,Manual,2,1902,17.2,638470,328532
Hyundai,Creta,2023,65672,Petrol,Manual,2,2467,22.0,1503786,1300948
Tata,Nexon,2015,124050,Petrol,Manual,1,1958,12.5,1223852,737482
Tata,Altroz,2021,118943,Petrol,Manual,0,1689,24.5,980114,599920
Kia,Seltos,2013,80147,Petrol,Automatic,1,1487,17.9,1872487,1199385
Ford,EcoSport,2013,51523,Petrol,Automatic,2,1548,24.1,861136,306050
Ford,EcoSport,2019,122191,Diesel,Automatic,2,1473,19.3,1409266,963950
Toyota,Innova,2014,127149,Diesel,Manual,1,915,15.7,1998810,1476772
Ford,Figo,2017,124981,Petrol,Automatic,0,1477,23.2,1805097,1330751
Honda,Amaze,2016,109264,Diesel,Automatic,2,1018,17.3,1659789,1196245
Tata,Altroz,2017,119890,Diesel,Automatic,2,1845,18.3,1062987,514807
Hyundai,Creta,2023,66097,Diesel,Automatic,0,1611,19.2,633548,452968
Kia,Sonet,2018,53060,Petrol,Manual,2,1919,20.6,901831,522053
Maruti,Swift,2013,97891,Petrol,Automatic,1,1106,22.2,1878655,1187489
Toyota,Innova,2020,8076,Petrol,Manual,3,809,15.7,917683,794766
Tata,Altroz,2013,50036,Petrol,Automatic,0,2489,19.8,1085743,467415
Toyota,Innova,2012,39228,Diesel,Manual,1,1979,18.7,1337334,636061
Honda,Amaze,2023,46875,Diesel,Automatic,1,962,15.0,572184,388544
Hyundai,Venue,2018,53015,Diesel,Automatic,3,1107,19.1,1351001,920976
Hyundai,Creta,2018,35851,Diesel,Manual,3,1033,13.6,1902919,1614049
Mahindra,XUV300,2012,68809,Diesel,Automatic,1,2410,13.4,1536079,977001
Maruti,Dzire,2019,8330,Diesel,Manual,0,2479,19.4,1176055,894729
Mahindra,XUV300,2019,49528,Diesel,Automatic,0,1102,21.8,1006751,747687
Hyundai,Creta,2021,54156,Petrol,Manual,1,1129,22.3,1143131,885839
Tata,Nexon,2020,26065,Petrol,Automatic,0,1981,17.8,1351861,1187391
Kia,Seltos,2016,119560,Diesel,Manual,2,1082,16.3,785885,270987
Honda,City,2017,139300,Diesel,Automatic,3,1294,24.2,626089,100000
Ford,EcoSport,2020,20956,Petrol,Manual,3,1278,23.3,1295241,1100634
Honda,City,2014,128737,Petrol,Automatic,3,1905,13.2,1803988,1109088
Hyundai,Creta,2013,106702,Petrol,Automatic,2,1585,16.0,1784075,1323987
Tata,Nexon,2016,25953,Diesel,Manual,0,823,14.7,1580238,1286646
Ford,Figo,2020,52337,Petrol,Automatic,1,1502,14.5,899290,550071
Hyundai,i20,2016,89958,Diesel,Manual,1,1404,14.6,1717768,1296850
Ford,EcoSport,2013,57607,Petrol,Manual,0,850,15.5,1825795,1323413
Toyota,Glanza,2018,138532,Petrol,Automatic,1,1678,22.2,873045,260751
Maruti,Swift,2016,63044,Petrol,Manual,1,1183,16.2,990224,556273
Kia,Sonet,2023,127250,Diesel,Manual,2,1797,18.9,1593969,1281107
Maruti,Dzire,2022,123661,Petrol,Automatic,3,1483,16.0,1825203,1444714
Mahindra,XUV300,2022,124335,Diesel,Manual,3,2254,16.9,1454338,1057741
Tata,Nexon,2021,36424,Diesel,Automatic,2,2014,14.5,1041760,814260
Maruti,Baleno,2023,131619,Diesel,Automatic,1,1256,16.7,1555796,1229014
Honda,City,2022,84457,Diesel,Automatic,1,2070,13.7,1356943,1076831
Toyota,Innova,2015,111108,Diesel,Automatic,1,1439,23.5,572397,100000
Mahindra,XUV300,2014,94586,Petrol,Automatic,2,1084,16.6,1514762,1086329
Kia,Seltos,2019,62270,Diesel,Manual,3,2428,23.6,1324013,964087
Toyota,Innova,2022,117108,Petrol,Manual,0,1630,14.1,1820144,1456601
Tata,Altroz,2021,125227,Petrol,Automatic,3,1734,24.5,1279620,906318
Maruti,Dzire,2022,123229,Diesel,Manual,1,2338,24.3,1611133,1266779
Maruti,Swift,2022,147027,Petrol,Manual,2,1012,16.2,1015495,589087
Kia,Seltos,2022,74888,Diesel,Manual,0,1449,12.2,913342,696303
Honda,Amaze,2023,21476,Diesel,Automatic,0,2347,14.8,1914595,1817609
Kia,Sonet,2022,62341,Petrol,Manual,3,808,12.8,1285483,1016792
Toyota,Innova,2021,72158,Petrol,Manual,2,1455,19.5,646431,323715
Tata,Nexon,2018,127172,Petrol,Manual,3,2338,23.2,847734,352828
Hyundai,Venue,2020,54599,Petrol,Automatic,0,1771,23.2,584663,290530
Maruti,Dzire,2023,37391,Petrol,Manual,1,1840,14.1,1826892,1704792
Toyota,Glanza,2021,10018,Diesel,Automatic,3,1614,20.0,851760,736304
Honda,Amaze,2016,62550,Diesel,Automatic,0,1305,20.2,1303341,839922
Toyota,Glanza,2013,71171,Petrol,Manual,3,873,24.6,1258047,851813
Kia,Sonet,2015,53570,Diesel,Automatic,1,2124,20.4,1069206,727546
Maruti,Dzire,2022,89204,Diesel,Manual,3,2039,24.5,768883,481422
Mahindra,Scorpio,2020,64414,Diesel,Manual,2,1011,17.3,1266114,926081
Mahindra,XUV300,2023,59526,Petrol,Automatic,0,1983,21.0,1248660,1072130
Tata,Nexon,2013,33553,Diesel,Manual,1,1100,20.6,768727,220217
Honda,City,2018,33829,Diesel,Automatic,1,1300,18.4,676875,424830
Toyota,Glanza,2018,92544,Diesel,Automatic,2,2127,13.3,1473343,1035653
Ford,Figo,2018,85082,Diesel,Manual,3,2167,17.0,1846992,1504628
Toyota,Innova,2019,127071,Petrol,Automatic,0,1782,14.2,605489,135893
Ford,Figo,2015,69058,Petrol,Manual,0,1958,15.2,1585273,991947
Honda,Amaze,2015,122374,Diesel,Automatic,3,2245,24.3,1757491,1264063
Hyundai,Creta,2014,120394,Petrol,Manual,0,1614,20.1,1843373,1332084
Mahindra,Scorpio,2022,110779,Diesel,Manual,2,1571,13.9,838820,538536
Maruti,Swift,2016,75227,Diesel,Manual,0,2469,12.6,1933055,1414906
Hyundai,Venue,2014,22241,Petrol,Automatic,3,2469,15.4,1943088,1617325
Honda,City,2015,13666,Diesel,Automatic,0,1391,24.2,1751101,1521449
Toyota,Glanza,2023,99539,Petrol,Manual,1,2137,17.8,628071,340099
Tata,Altroz,2020,123749,Diesel,Manual,1,2322,19.1,784002,391784
Tata,Nexon,2015,91217,Diesel,Manual,3,1750,22.4,607316,100000
Mahindra,Scorpio,2020,53878,Diesel,Manual,0,2407,16.6,775561,503500
Ford,EcoSport,2021,10258,Diesel,Manual,2,1367,20.8,769972,657684
Tata,Altroz,2020,138417,Petrol,Automatic,0,1744,13.0,791407,393528
Maruti,Dzire,2021,121657,Petrol,Automatic,0,1619,12.3,1700371,1341973
Ford,Figo,2015,7930,Diesel,Automatic,2,936,14.8,752570,360430
Ford,Figo,2023,108958,Petrol,Manual,1,1633,21.2,1159060,871284
Ford,Figo,2016,60099,Diesel,Automatic,3,1493,14.6,576519,100000
Hyundai,Creta,2012,42353,Petrol,Manual,1,1129,20.2,907283,483953
Honda,City,2022,6760,Petrol,Manual,3,1529,14.7,1228164,1122109
Honda,City,2014,66352,Petrol,Manual,2,1830,19.1,635426,174911
Mahindra,XUV300,2022,52992,Petrol,Automatic,2,2494,17.7,1257370,1054576
Hyundai,i20,2014,81978,Petrol,Automatic,0,1237,20.9,1858265,1388410
Hyundai,Creta,2016,93284,Petrol,Automatic,3,2178,16.8,1343479,788307
Toyota,Innova,2015,91177,Diesel,Manual,1,972,12.9,831319,328305
Ford,Figo,2016,29366,Diesel,Automatic,1,2210,23.9,970809,627155
Hyundai,Venue,2013,16272,Petrol,Automatic,2,1733,18.7,988454,591746
Kia,Seltos,2023,144837,Petrol,Automatic,0,1379,15.2,726977,343105
Honda,City,2018,70510,Petrol,Manual,1,2336,15.3,1257929,782358
Hyundai,Venue,2012,17094,Petrol,Manual,2,871,13.5,582616,219398
Hyundai,Creta,2014,51028,Diesel,Manual,3,1030,16.1,683766,100000
Tata,Nexon,2016,98861,Petrol,Automatic,2,1149,24.9,1131760,669798
Hyundai,Venue,2021,22523,Diesel,Automatic,3,979,22.8,996836,858818
Mahindra,XUV300,2014,39572,Petrol,Automatic,0,1187,12.6,1430603,1051720
Mahindra,XUV300,2023,149939,Petrol,Automatic,0,2430,19.0,1587327,1217393
Ford,Figo,2012,128085,Diesel,Automatic,0,1676,21.6,864110,272787
Maruti,Swift,2016,86812,Diesel,Manual,1,2003,18.3,1724121,1312033
Toyota,Glanza,2015,41970,Diesel,Automatic,2,1041,16.3,1294452,900302
Honda,Amaze,2012,59981,Petrol,Automatic,1,824,15.1,1614861,983882
Mahindra,XUV300,2012,61416,Diesel,Manual,1,865,15.6,1413004,797862
Ford,Figo,2016,59904,Diesel,Automatic,0,1735,23.2,692153,153287
Maruti,Dzire,2020,24261,Diesel,Manual,0,1861,12.4,1232556,1047329
Hyundai,Creta,2021,13436,Petrol,Manual,3,2240,22.9,878490,706950
Maruti,Baleno,2013,39947,Diesel,Automatic,1,968,12.4,1882880,1546618
Maruti,Baleno,2017,87510,Diesel,Automatic,0,800,19.9,1272621,885257
Honda,City,2017,7088,Petrol,Manual,3,1740,24.0,1736396,1392540
Maruti,Baleno,2012,125629,Diesel,Manual,0,1391,16.5,1562279,978377
Honda,Amaze,2016,127752,Diesel,Automatic,3,1975,24.1,528195,100000
Toyota,Glanza,2020,33652,Petrol,Automatic,3,1696,12.8,1267943,957399
Honda,Amaze,2014,133822,Diesel,Manual,2,2463,20.4,1085455,571521
Toyota,Glanza,2022,135616,Petrol,Automatic,1,855,19.5,762476,391440
Ford,EcoSport,2014,122769,Diesel,Manual,2,887,12.0,1182642,438485
Honda,Amaze,2017,32728,Diesel,Manual,2,1458,15.9,1082557,694637
Toyota,Glanza,2021,22458,Petrol,Manual,2,1303,12.6,1767631,1590835
Hyundai,i20,2023,130601,Petrol,Manual,2,1182,23.8,990723,685135
Maruti,Baleno,2016,38171,Petrol,Automatic,0,2362,12.4,655260,207812
